movie,title,rate,author,date,content,label
theBeach,Hmmm...,5/10,schweigermic-1,28/5/2005,"I am not sure if I feel the film is totally nonsense or just mediocre.

The storyline is definitely crap:

A guy who fills a backpackers room with his blood, crap.

A small ganja field, which is guarded by heavily armed: how stupid. As if they will fight with the army or police about some weed plants... Absolute nonsense.

And this lots of pseudo wisdom talking. Crap. And the nonsense Club MED village built by the carpenter with the motor saw. Crap.

The most annoying was the pseudo Apocalypse Now sequences with Di Caprio in the forest. This film is not more than mediocre.",neg
theBeach,Movie is bad,1/10,galisivan,1/5/2005,"Thanx god i've read the book first.

The movie is really bad.

Some very important characters are missing. What a shame. The whole story is a different one than from the book. I saw it first time in the theater and I was very sad that i wasted my time watching that movie.

Well lets just say, maybe the movie is not soooo bad, it is just not the movie to the book ""the beach"". LOL.. i guess they had another script.

The only good thing I can say about the movie is, that the nature pictures are great.

But thats really it.

Get the book :-) Than see the movie.",neg
theBeach,rather read the book,5/10,lille_smule,20/11/2004,"How do they manage to make such a crappy movie out of such a good book?! Sometimes I had the feeling they were just changing the story for the sake of changing it. Many of the changes were completely unnecessary and some even crippled the story. The book made far more sense than the movie does.

And couldn't they find some other main actor? Leonardo DiCaprio is not convincing as Richard whatsoever. You just don't believe him the traveler. He rather seems to be that very nice kid, that's in the wrong movie the whole time. It seems pathetic that he would have set out for an adventure like that and made the choices he made. It just seemed very odd and contradicting to his character (Even though he played a quite similar guy in Titanic and was very believable there) Furthermore, I just wanna hit him every time he opens his mouth. I've never heard anybody constantly saying so much rubbish. Is he blond?
3 out of 6 found this helpful. Was this review helpful? Sign in to vote.
Permalink",neg
theBeach,help!,2/10,smartgggg,12/4/2003,"Please help me! I've seen ""The Beach"". I wish it never happened. But it did. Unfortunately. I mean, come on, what was this supposed to be?? The voice over was definitely taken from Fight Club, as was the ""Brad Pitt"" style and look, but DiCaprio is no Pitt and no Norton either, and the voice over gets pretty annoying quite soon. Not even to mention the contents. Or the content of the entire movie, for crying out loud. Don't even get me started here, because it's loaded with sheer nonsense and stupidity. Let me just give a couple of highlights:

Why are their faces so 'clean'? Places like that are loaded with mosquitos and all kinds of other insects that turn life into hell. But no, they keep their pretty little faces.








And don't even mention the ""computer game""..... Sigh.....

I don't have to linger over this one; here it comes.

Rating from the Dutch judge: 1 (out of 10).",neg
theBeach,"Dull, undramatic, cliched",2/10,bob.hughes,8/2/2000,"Leonardo DiCaprio is effortlessly charismatic, but the whole 'Beach"" colony, as a New Age-y Club Med with a band of international pot-smoking vagabonds is tired. The plot is schematic, forced -- armed marijuana growers, indeed. Movie might appeal to Ecstasy-addled dimwits in search of cliched utopias and endless raves. Score is good, photography beautiful, but the movie is ultimately empty. One cannot care too much about the characters; they are barely defined. The Beach-combers are indistinguishable except for a few quaintly offense national characteristics. The escape from civilization has no urgency, the perils of utopian living have no freshness
3 out of 6 found this helpful. Was this review helpful? Sign in to vote.
Permalink",neg
theBeach,Disjointed and ill--conceived,1/10,mnelson-3,12/2/2000,"This was a horrible movie of epic proportion. Run, don't walk away from this movie. Not all of the teeny boppers in the world can save this movie. Word of mouth is very powerful and in this case it will destroy the movie. The movie was an embarrassing adaption of a stylish book. They changed some very key points in the book. Richard wasn't supposed to get together with Francoise, because no one ever gets the French girl, but in the movie they fall in love. DiCaprio did what he does best: running around sobbing and looking suicidal. The only thing that could have saved this movie is if they would have spent less time with Richard having his way with Francoise, and more time focusing on divisions in the community, and Richard's gradual loss of reality. So please take my advice, spend your money on a movie like Magnolia...and put DiCaprio out of his misery.
3 out of 6 found this helpful. Was this review helpful? Sign in to vote.
Permalink",neg
theBeach,A movie for the young and selfish...,3/10,ranalger,7/2/2001,"This was the worst movie I had seen in a long time. A story about childish competition between immature spoiled flower children wanna-be's. Mainly a sequence of self-centered people making extremely poor immoral decisions to do ""what feels right"".
3 out of 6 found this helpful. Was this review helpful? Sign in to vote.
Permalink",neg
theBeach,Robert Carlyle,1/10,keltic-angel,7/3/2000,"This film was a major disappointment. If it wasn't for that rough diamond, Robert Carlyle, who (as always) managed to shine brightly i would have walked out the cinema, you could hear some of others in the cinema heavy breathing as they slept through the worst film I have ever paid to see.

People may think that these comments come from the ""Leo Haters"" of this world but I loved Basketball Diaries and Romeo and Juliette, so this is an honest comment, not just a dig at the young actor.
3 out of 6 found this helpful. Was this review helpful? Sign in to vote.
Permalink",neg
theBeach,"Shallow would be a compliment. In fact, it's mindless.",1/10,dsgoorevitch,19/1/2018,"Well, Hollywood gave us a good self-portrait of what self-involved human-hating parasites they are.

None of the ""romance"" has the slightest feeling or passion. It's all possessiveness or like going to the toilet: a mere bodily function. To call it ""love/adventure"" is to insult both love and adventure.

What adventure? The narrator (the narration done in a voice absent of affect) tells a tale of someone pretty mindless who travels somewhere and finds something a little less interesting than Woodstock or Burning Man.

There is no reason for anything being what it is. No character development because there were, frankly, no real characters.

Even death is portrayed as ""naturally"" justifiable, even murder. But mostly just meaningless.

The last line the narrator says was laughable. It reminds me of the 10th rate bit of BS I saw written on a restaurant wall near my house: ""In the infinite moments it takes to read these words, you will have lived forever."" Like the pseud-koan on the wall, not a single part of that or this movie is true.

Hollow, empty, dishonest. No such people exist, have existed, or ever will exist. Save your time.",neg
theBeach,Pretty awful in almost every way,3/10,grampz,26/2/2008,"I first saw this movie in Cinemas when it came out, and was originally very disappointed in it. However, after having the misfortune to see it again recently, I realise I was overly generous with my initial feelings about it.

The film is awful. The acting is uniformly bad, though the actors aren't helped by a dreadful script. It spends too much time pretending to be cool and admiring how supposedly hip it is, rather than telling an engaging story. The characters are cardboard, and thoroughly dislikable, though that description might be too flattering for Di Caprio's character of Richard.

At the start of the film we here a brief bored sounding voice-over by Di Caprio, where he states, 'My name is Richard. That's all you need to know.' It's possibly the most redundant and laughable use of voice-over I have ever heard. And the movie gradually gets worse from here on in.

Embarrassing 'fantasy' moments, such as when Richard abruptly goes insane, and the film turns into a bizarre computer game for a minute or so, drags the film down to new levels of cringeworthyness.

The ending is also terrible. Di Caprio is sitting in a fancy internet café somewhere, and downloads a picture he has been emailed - it is of all his old 'friends' from the island, in a group smiling at the camera. Di Caprio smiles at this, with a hint of nostalgia, as if to say it was great fun after all, and that perhaps the experience was even worthwhile. This, even though several of the people in the photograph died gruesome deaths, he killed one of them, was shunned by his mates, and had a gun pointed at his head by another (a disgusting character played by Tilda Swinton).

I really can't stop thinking of enough bad things to say about this film, so I'll be generous and stop there.

Danny Boyle, why did you not retire after making this atrocity?",neg
theBeach,It sucked cheese  a movie for film students or DiCaprio groupies,1/10,JamieClay,2/9/2000,"I would only suggest you watch this film if you want to study large budget failures or just think Leonardo DiCaprio poops roses.

The only thing this film has going for it is the photography, at times it's breath taking but beyond that the dialog is bizarre and disjointed and the acting, specially DiCaprio's is substandard. The stylized fantasy `departures' are often laughably bad.

This film was so full of itself, that there wasn't room for the audience, as though we should be in awe of the greatness being presented. Pleeeeease.

Quite frankly, `The Beach' doesn't deserve any more time spent explaining why it should seen when GREAT films like Angela's Ashes sit collecting dust on the rental shelf.
3 out of 7 found this helpful. Was this review helpful? Sign in to vote.
Permalink",neg
theBeach,A movie that shouldn´t been made at all,1/10,theswedane,17/4/2000,"Although that I have seen many bad movies I can´t recall that I have used 2 hours on this kind of thin movie...When I saw The Beach I real fast got the feeling that the makers of the movie just got some stars together and made a movie on a book in order to use their rights to make a movie...I think that the movie should never been made at all,so that the cinema-visitors all over the world were saved from The Beach Disaster. If you haven´t seen The Beach yet,don´t bother buying the ticket : It´s not at all worth it.
3 out of 7 found this helpful. Was this review helpful? Sign in to vote.
Permalink",neg
theBeach,A great adaptation of Alex Garland's best seller. A thrill ride to the end!,10/10,peggy88,14/2/2000,"The beach is a luminous voyage into a paradise we all dream about but never find. It is a visual feast for the eyes that is incomparable in its beauty to any other film in recent history.

The beginning grabs you right away. Snake blood is on the menu, and Daffy is lurking behind the mosquito netting, waiting to send Richard on a trip he will never forget.

The whole scene with Daffy was extremely well done. Carlysle was perfection! And Richard's little comedic nuances were hilarious....

The cinematography was also splendid, and the underwater shots took my breath away. The pumping soundtrack was fantastic, so well suited to the story.

Leonardo played Richard just as I imagined he would be like in the book - a cocky know it all, manipulative, funny, charismatic, and then frighteningly mad. The eyes told the story. He gave Richard an edge that in some ways made him sympathetic, I thought.

The analogies of blood and water are interesting in the darker parts of the movie at the end. I found it fascinating to watch Richard in his madness, and then in his desperation after he was shocked back to reality and cleansed by the pure clean waterfall.

The shocking twist at the end was just right. It gave us just what Boyle said it would give us - the tension and suspense excluding the blood and gore.

I loved the followup ending because it was so true to the book. It gave us exactly the scene that we see in the last paragraph of the novel by Garland - he still hears from Keaty, he still thinks of Francoise, but Richard's expression told the story - you could see his ""memory"" of the lessons he learned...the innocence he lost...are still vivid in his mind.

I thought the middle was edited poorly, and had no flow. The love triangle was not developed enough to make it worth while, but the fantastic first and last acts more than made up for it's middle act flaws! I thought the video sequence was a blast - it went along so well with the reasons why Richard's brain was so muddled: brought home the idea that Richard has no experience to draw on but his video game tactics when confronted with problems - it is his only background when making tough decisions about the problems he is now encountering....

The acting was fabulous from the supporting cast to Leonardo's brilliant performance. I loved Patterson Joseph as Keaty, and Guillame was so sweet as Etienne, Virginie has a natural screen presence and beauty that is so refreshing next to so many of those ""fake"" Hollywood actresses we are subjected to now, and Carlysle as usual was perfect in his madness. Tilda Swinton's Sal was everything I had imagined in the book, and I felt the twist in the relationship between she and Rich really did add something to the story that was missing in the book.....it gave Bugs a substantial reason to hate Rich, something the book never did.

Leonardo took us through this journey with amazing ease and honesty. Seeing him meeting challenge after challenge in this role with such accurate and precise brilliance makes me realise again what a gift he is. Paradise really only exists inside of one's soul..a soul at peace. Richard discovered that through his experience on The Beach, and boy, was it a trip!

I give the movie 4 of 5 stars.",pos
theBeach,"First half is tolerable, then DiCaprio jumps the shark",5/10,Crispy_Quartz,2/4/2015,"The Beach (Fox, 2000, UK/USA) is a Danny Boyle drama starring Leonardo DiCaprio as Richard, a backpacking college student who gets lost in Thai ""paradise,"" after following the map of a wild-eyed man, Daffy (Robert Carlyle).

The film is nicely framed throughout, emphasizing the natural cycles of activity in Thailand proper and on the island. The dynamism of Thai urban nightlife is captured, the revelry, the stampeding of western tourists clad with backpacks and Birkenstocks. They chase adventure and experience before it's time to settle down into responsible, civilized Euro-American life. Boyle achieves a stylish look for the film mostly with night shots of the tourist hordes and in the shaded, alley-like bazaars in the urban Thai locations.

The initial scenes of the film follow Richard through these bazaars and shacks, before entering the last hostel he crashes at. Even when Richard is surrounded by locals, the environment feels despoiled by the unseen presence of more tourists. You almost get a sense that shots are alternating every so often between large Thai insects, snakes, monkeys, and sharks on one hand and tourists on the other. These first scenes are still a lot of fun, they're fresh. The dynamism of DiCaprio here might've been a boon to the Thai tourism industry.

Tourism's presented as something that overruns the local cultural ecology and is regarded as a type of spoiling and infestation. It destroys the beauty and authenticity of anything actually worth exploring. The allure of the Beach is it's hidden, this fact makes the place legendary, everyone's heard about it but nobody's been there, until Richard meets Daffy. Daffy, whose been to the Beach, gives Richard the map, but tells him to keep it to himself, this turns out to be Daffy's last command.

Richard hits the town, comes back, he can't open his door, and the beautiful Francoise (Virginie Ledoyen) comes right on time to show Richard how to use his key. Just when Richard is ready to celebrate his prospects with Francoise, her smooth talking man Etienne (Guillaume Canet) shows up like a cold shower. Eventually, Richard tells them about the Beach and invites them to go with him. Before they take off, Richard makes a copy of the map and gives it to the people who'd invited him in from a storm when he'd lost the key to his cabin.

Richard, Fraincoise and Etienne finally get to the island with the Beach and it isn't easy. Once they make it through the mountains enveloping the island, they're enamored with a vast field of marijuana plants. Then they see it's being patrolled by rough-looking guards rocking bandannas, AK-47s and cute little leashed monkeys. They escape by getting low, snaking through the field and jumping past a waterfall into a lake.

Now they're in paradise and there's a small, diverse colony of people there. Tilda Swinton is Sal, who shines as the no bull***t president of paradise. This is a proverbial ""is it heaven? or is it hell?"" story. Everything starts out pleasant and unravels with time. Unfortunately, the film itself unravels the same way. They ""jump the shark,"" or more accurately knife the shark. The movie haphazardly refers to ""Heart of Darkness,"" and mentions group dynamics in the dialog without really letting them play out on screen, at best we get pair dynamics. Characters inexplicably fall off the map, especially Etienne who seems like a decent stand up guy.

The Beach doesn't seem to have any allure or hidden treasures behind what we see when we're first introduced to it. It's not because it turns out to be a hell instead of a paradise, the hell dimension isn't achieved in this film. When one character's suffering gets to be too much for the group, they put him out. There are scares and close calls, a few characters get hell, but the main characters manage to pack up and leave before total hellish misery shows itself. Without that element of total misery, it's hard to understand why they make their unanimous decision at the end.

The movie tries to convince us that Richard is the one who's descended into madness, when it's really Sal who we need to be watching out for. It's understandable why DiCaprio is the focal point of the film, he's just about in every scene, but allowing Sal some more time would've made more sense given the climax. The climax, by the way, was a major disappointment, Richard vacillates from psychosis to altruism in short order. Anyway if there are lessons, they're in why we can't have nice things... The treasured things in life are lost when we can't share them, and we easily forget about the nice things people did for us.",neg
theBeach,unlikeable characters lack heart,4/10,SnoopyStyle,21/3/2015,"Richard (Leonardo DiCaprio) comes to Bangkok looking for something crazy different from his safe life. He meets wild man Daffy (Robert Carlyle) who later commits suicide leaving him a map to a secret beach. He convinces French couple Françoise (Virginie Ledoyen) and Étienne (Guillaume Canet) to join him. The island is in a prohibited nature reserve and growing vast amounts of marijuana under guard. They escape the criminals and find their way to the beach already occupied by a society of young people led by Sal (Tilda Swinton).

Leo is a young unlikeable brat. Françoise lacks the charisma despite being very hot. Their chemistry is hampered by the presence of her boyfriend. They don't have much chemistry even without her boyfriend. They do make a hot couple. The film is unfocused. Danny Boyle jazzes up this adventure but it's missing its heart.
2 out of 4 found this helpful. Was this review helpful? Sign in to vote.
Permalink",neg
theBeach,"I can't believe Leonard Dicaprio took this role! Perhaps it was better on paper, because this is a dreadful movie!!!",4/10,nlytnd_1,8/12/2013,"I never watched this movie until now, because of the negative reviews it received. Recently I came across this movie again and noticed that there were several peeps out there who feel as though this movie is some sort of lost gem, so I decided to watch it, to my utmost regret. I honestly don't know how anyone could have liked this movie. This movie is extremely overrated for it to be a 6.5. Anywho, I have a feeling that Dicaprio put his faith in the director Danny Boyle (who directed trainspotting), when he accepted this role. There's just no way this could have been a good script, because the movie is absolutely dreadful. It has no direction, no point and is very boring, just like the beach they find. To sum up some elements of the film that were lame to the point of insanity. Richard (Dicaprio) comes across a crazy dude who gives him a map. He speaks of this tropical beach paradise, never mind the small society who occupies it or the marijuana fields guarded by dudes with machine guns. It couldn't be too great, it drove this dude crazy. Perhaps he too had to stand guard for a period of time in solitude, which is what will later drive Richard crazy for a selective period of time on the beach. Which leads us to another significant point of nonsense. So Richard gives a copy of the map to some surfer tourist dudes he meets while in Bangkok prior to himself knowing for sure if the place exists (not a problem). So why doesn't Richard just say to the psycho chick; ""witch, I gave them the copy of the map prior to knowing as to whether or not this place existed. How the hell was I supposed to know that their would be a small secret society who wanted it to keep the beach a secret?"" Anyways, for whatever reason the surfer dudes sit on the map for approx several months before they decide to seek out the beach. When they eventually seek out the beach and are at the approx. 1 mile swim away to get their, they are spotted by the nasty cult leader chick, who then makes Richard keep watch until they arrive on the beach. The period of time that Richard has to keep watch is unknown, but leads one to believe that it's several days to weeks. Why would the surfer dudes camp out for days to weeks across from their beach destination? They can't possibly be afraid of the swim they have surfboards for Fk sake. Anywho, there is so much ridiculousness in the movie I realize that it would be extremely lengthy to point it all out. But yes, it fails on every level. It's has no direction/pointless and it's just plain silly. All of which I could overlook if it wasn't also extremely boring. Even the beach paradise seems boring. This movie is so bad that it's almost worth watching, just to laugh at how awful and nonsensical it is. It's not quite Troll 2 or The Room, but it's not far from it.",neg
theBeach,A good and entertaining surprise,7/10,toinou328,2/12/2012,"This film was actually quite good despite its bad ratings. Most people who knew this movie around me told me it wasn't so good and very disappointing, but one of my friends had the DVD and gave it to me so I could watch it and make my own opinion, well I don't regret it.

My friend was the only person to tell me it was good, and I have to agree with her. Of course, as other reviews here on IMDb it's not flawless, but it is an overall entertaining movie. DiCaprio was amazing as always, this guy really talent, and this film is just another great performance for him and a proof that he's one of my favorite actors.

Now, I'm french, and let me tell you I didn't know what to expect from Guillaume Canet and Virginie Ledoyen in a British/American movie with him, and the few ""putain"" and ""merde"" dropped by them some time to time added a very cliché look to the film, but then, at least the story was more interesting than their acting (but they're still good actors/actresses).

As for the story, it is a quite ""old school"" film and that's why I liked it. No real ""OMG twist"" at the end or the middle, no unrealistic characters, and none of that reversed psychology thing that most films use in thrillers nowadays. It seems like it has become the only way to surprise the spectator : to discover that everything from the beginning of the movie was fake and/or the main character was nuts. This one keeps it simple but still f***s with your mind if you see what I mean. At some point you don't know what's real, what's really happening, what you should trust...

All and all it is a pretty good film, I recommend it to anyone looking a nice entertainment with convincing acting from DiCaprio and an decent storyline.",pos
theBeach,Dumb Movie.....Badly Made,2/10,werefox08,6/11/2012,"There are many problems with the Beach. The story is ridiculous---and the actors give limp performances---indicating that they too did not believe in the project. The script is really bad...as banal as its possible to be. Danny Boyles direction is clunky...and he does not get good performances from his actors. Was this aimed at a teenage audience? Perhaps we will never know. Leonardo Di Capprio is totally un-convincing in the leading role. When that happens, the movie is almost certain to fail...and this one does. There is a market for movies that are SO bad..they must be watched. This doesn't quite fit into that category...but its near..!!!
2 out of 4 found this helpful. Was this review helpful? Sign in to vote.
Permalink",neg
theBeach,Expensively produced cheap entertainment--a fantasy without the treasure,6/10,secondtake,8/12/2010,"The Beach (2000)

You want to like this movie, for sure. It's about a dream come true, if if you've ever travelled even a little in this backpacker Gringo trail kind of way, you'll feel like you're there.

But then, it's also just a movie, and it shows an indulgence now and then, an implausibility not in the big idea (which is absurd--and digitally invented, by the way, the beach part), but in certain interactions. The people are implausible, the situation, the feel good idealism. When it goes bad, it's only in a ridiculous way (the first hint is when our star, Leonardo DiCaprio, defends himself from a shark and he gets blamed for making the shark angry).

The beach itself is a kind of tropical trope (I never thought I'd get the chance to say that--tropical trope, tropical trope). That is, it is only what perfect beaches are--protected sands, aqua waters, no bugs, no snakes, no poor natives trolling for alms. It's a kind of Club Med without the corporation. So naturally it's appealing, but only in a superficial way. And the whole movie echoes this obviousness, this shallowness. Even the big conflicts are kind storybook simplistic, and a bit silly, or overly sad (near the end, with the shootings).

DiCaprio is terrific, really likable. The other famous star is Tilda Swinton who does her best in a role that maybe didn't have room for much depth--she's the ruler queen of sorts. The others I didn't know (a couple are director Danny Boyle regulars, it seems). Oh, did I say Danny Boyle? Yes, this is a film by the guy who did Slumdog Millionaire and Trainspotting, both throbbing, excessive, and amazing movies in their own ways. And probably equally insensitive (to the poor in India, the anti-drug forces), so it's no surprise that he stepped on the toes of the locals when filming ""The Beach"" by bulldozing the beach and ignoring protests. (The big tsunami reshaped it back to what it was, a small consolation for that disaster.)

So, if you don't mind a lot of niggling issues and downright meaninglessness, and just want to fantasize a bit, you might enjoy a lot of this movie. You might settle for Cape Cod, though, if that's your second choice.",pos
theBeach,This tropical adventure achieves practically nothing,4/10,Samiam3,14/8/2010,"Watching the Beach is like looking at a postcard from a tropical island: it is a pretty picture, but it is also paper thin, and nothing happens in it.

This motion picture left me disappointed. It starts off promisingly, but with each passing chapter (sometimes pair of chapters) the story grows more dull. The editing is clunky, the script is underwritten, the acting is more wooden than the trunk of a palm tree, and the ending is rushed and anti-climactic. The only thing this motion picture really has to sell are a handful of nice shots and a good score.

Judging by the sloppiness of the story telling, it is clear that The Beach is definitely one of those book adapted movies that butchered its source material. It is a story that could've amounted to so much more. There is too much narration and not enough intelligent dialogue, and every now and then, just when you think the film is becoming something good, it changes again. Individual scenes work well on their own, but not in the context of the whole story. Take for instance a love scene between Leo Dicaprio and the french girl he invites on his trip to a lost paradise in the South Pacific. It's a well directed charming little sequence, but unfortunately, that particular character relationship ends with the scene.

Another problem with the Beach is that it requires a strong compelling lead, which it does not have. Perhaps Leo was just too inexperienced as an actor at the time. The character feels like a nobody, and his persona is sold to us almost entirely through his narrative monologues which feature pretty scrappy lines of dialogue.

In the end, the Beach sets out with ambition but the trip is unsatisfying. It is weak and ineffective, and if it does nothing else, at least it will remind you of how far both Leo and director Danny Boyle have come since this.",neg
theBeach,Hollywood offers beach boys and beach girls looking for the meaning of life,6/10,andrabem,14/1/2007,"""The Beach"" has Danny Boyles signature and that is why I trustingly picked up this film at the DVD store to watch it. It was a big disappointment. Danny Boyle directed ""Trainspotting! What happened to him? In ""The Beach"" the characters are portrayed superficially. The story runs like this. Leonardo DiCaprio and two friends with the aid of a map go to an island (located somewhere in Thailand) and there find a beach in which there is community of people who ran away from civilization and are trying to live a new kind of life, without restraint and hypocrisy. The film shows the problems and conflicts of this community and the inner struggle going inside Leonardo DiCaprio(his thoughts and reflections are revealed by a voice in off). But the characters in this film have no depth at all. It is in reality a Hollywood movie. If you compare it with ""L'Auberge Espagnol"" this film really sinks in the sand.

""L'Auberge Espagnol"" and ""The Beach"" have some plot similarities. Both portray young people who try to live in a different way. In ""L'Auberge Espagnol"" the characters have a face and a name and we care about them. Now in ""The Beach"" the characters are cardboard people. The deep changes going inside Leonardo DiCaprio remain almost incomprehensible.

For those that want some adventure film with exotic locations ""The Beach"" is all right. You'll have your fun. But if you're looking for something more avoid ""The Beach"".",neg
theBeach,Unconvincing,3/10,jimbo-93,4/8/2000,"I wanted to like like this film. Having spent some time in Thailand , I was eager to see a film in which Koh Phagnan was portrayed. Wow, was this dissappointing. No character development. Implausibility. Silly changes in tone. This film has more shark attacks than Jaws. In warm water Thailand? The community's compound was reminiscent of a luxury resort, not a slacker hangout. The film's final third simply makes no sense. While I applaud the audacious and Non-Hollywood approach this film takes, it is a bold failure. Pretty locales, though.
2 out of 4 found this helpful. Was this review helpful? Sign in to vote.
Permalink",neg
theBeach,Plot? Acting? Direction? Writing?,2/10,Fredichi,28/7/2000,"Plot? Acting? Direction? Writing? Who cares as long as sexy Leo is shirtless. That alone probably sold this movie. Sad, but true. The fact that Mathew Perry's younger better looking lost brother takes off his shirt is enough to get a studio to waste millions of dollars.

Yeah sure Leo can act. But not here. Here he is playing himself. A big dull jerk. He should stop partying and get back to sharpening those acting chops.

The movie: It blows. It starts out good. But lots of movies start out good. It's easy to start a movie in the right direction. But this one beaches itself early and sits there flopping like a dying fish for the rest of the movie.

Do we want to be Fight Club? Lord of the Flies? Apocolypse Now? Midnight Express? What do we want to be cause we sure aren't original. The premise is too old to be original so it would of been better to pick an angle and go all the way with it.

If you want to go do the paradise turns to hell thing then do it. Don't stop halfway and decide to throw in a whole bunch of other junk.

Danny Boyle is a good director, I like most all of his other stuff. I even like A Life Less Ordinary. Which leads me to believe most of it can be blamed on Leo. Once Leo is involved you got unneeded clout and pressure. Will it be something the 14 girls can watch? Will they like it? Will they see it over and over? Danny Boyle and Leo seem to be such and odd pair. Leo used to be Danny Boyle material until Titanic (What's Eating gilbert Grape, Basketball Diaries). Then he was big studio property. He's no longer edgy just cocky.

Anyways. I wonder if this would of been better with Ewan Macgregor in the lead. Probably since Ewan is infinitely more likeable. There were some parts I liked. Like him killing the shark. Only because I hate sharks and I would love to be able to kill one if I was attacked. The music is good. The scenery is good but not incredible enough to spawn that type of devotion the characters have towards it.

Major problem was nobody was likeable. Except the French Guy. The only one who was a decent human being. The rest were arrogant obnoxious selfish cruel hipsters hiding from their yuppy fates.

Yet another reminder we are all flawed and bad people.

My response to this annoying trend in films: I watch movies to escape. I don't need to be reminded that people suck. I know they suck. Show me idealized heroes. So me people with character, integrity. So me tragedies. But make the hero have at least one really good quality please. These qualities don't need to be limited to Disney oversimplified portrayals.

This is a terrible review. It's all over the place.

Kinda like the movie.

Skip this movie unless you're a 14 year old girl (who probabaly has already seen it) Rent Lord of the Flies instead. Either version; the old B+W is better though.",neg
theBeach,Beach plays like a fish out of water,3/10,dfranzen70,25/7/2000,"When Leonardo DiCaprio was riding the wave of Titanic's seemingly endless cashflow, he considered carefully which screen roles to pursue next. Should he be a dashing hero, or a romantic lead? For any newly minted Hollywood star, the next role or roles are exceedingly crucial. The follow-up to a blockbuster doesn't have to make as bombastic a splash as its predecessor, but it can't get by with just a ripple, either.

So what does the so-called ""King of the World"" choose to do? This adaptation of Alex Garland's novel about a young lost soul who wants to get more out of life and finds an island paradise in the South Pacific. Remember how Lord of the Flies was? Well, if you had any English in high school or college, you'll remember that the setting there was an island where prep-school boys had crashlanded. And all goes well, until they submit to their base instincts and become savages. When Richard (DiCaprio) and his friends find this island, that movie/book was the first thing I thought of. It's all there - the rituals, the diversions, the bonding-through-suffering. And it's all very, very well photographed, too. In fact, the more I looked at the island, the more it looked like the one in Survivor on CBS, only with fewer rats and a whole heaping helping of marijuana. Seems the people on the island are basically self-sufficient, leaving the world behind and taking care of themselves, save for occasional forays back to the mainland for goods they can't get on their own island.

This movie just solidifies the old theory that says if you take a mediocre actor and put him in a BIG MOVIE, where the BIG special effects are the main draw, he'll do just fine; put him in a movie where he actually needs to ACT, and he's not so hot. DiCaprio's character isn't particularly nice, which is fine; but he's also played in a hopeless, one-dimensional way, with a careless - not necessarily carefree - attitude. I'm sure DiCaprio is a good guy; at least I have no evidence to the contrary. But in this film, there simply isn't any THERE there. His character, essential to the plot, since he's the protagonist, is about as effective as the proverbial puptent in a windstorm.

It goes without saying that DiCaprio got script approval, too - coming off Titanic, and all - since he seems to be able to bed down with practically every female in the movie. Which is kind of eerie, since to me he looks about 12 years old. But hey - some people seem to think he's hot stuff. Oh, and despite a lot of swimming and rain, Leo's hair never seems to move much, but maybe I'm just nitpicking.

As for the plot - well, like most of the dung floating on the big screens these days, you should be able to predict it all the way through. Some of the actions of these islanders will leave you scratching your head. If this is what would happen in a paradise setting with so-called 'civilized' people, I'll take savage headhunting tribes any day.

I won't lay all of the blame on poor Leo. The acting is absolutely wretched, and the whole time I'm watching this dreck I'm wondering why these infantile boobs were even STAYING on the island. I know, that's a slap at the screenwriting as much as at the acting. But aside from the magnificent scenery, this is a virtually unwatchable movie.

Your best bet is to simply skip this yawner and check out Survivor itself. At least there the actions and reactions are a little more realistic - although, knowing how well-staged that show is, maybe not all THAT realistic.",neg
theBeach,"Not the worst of 2000, but not far from it",2/10,ryangilmer007,18/5/2000,"""The Beach"" has excellent photography, but provides nothing new it terms of story or acting talent.

While the novel may be of high quality, the film seems like an expensive and take-off version of ""Lord of the Flies"" as there is a society, secret from other adults and nobody else can come in, least they'd be killed.

The idea that people sneek in, that the society is all fun and games (and not killing, hence different/take-off of lord of the flies), that people cannot leave (they are in or out of the society to stay), make this a skulls/lord of the flies hybrid, with almost limitless possibilities.

However, as the location can go nowhere, neither does the story. Apparently, the love interest, the friends who came with the map, and the funny shopping trips are supposed to add to the story. However, they along with Leo's narration and the video game of Leo killing and stomping, and visually looking stupid detract from the beach atmosphere.

They make us look deeper. Deeper is where we find and question--> Leo got $20 for this? The film crew trashed the Beach?

Even without the detriments, The Beach is a beached whale.

Robert Carlyle is interesting, but his character is mysterious and not fully flushed out.

All-in-all, the movie's best (and perhaps only) redeeming quality is that there are worse.

Rating: 2

Viewed: in theatre (scope)",neg
